Time,Temperature (C),Moisture (%)
12/4/2026 19:57,26.62,42
12/4/2026 19:57,26.69,44
12/4/2026 19:57,26.62,43
12/4/2026 19:57,26.69,41
12/4/2026 19:57,26.69,42
12/4/2026 19:57,26.69,43
12/4/2026 19:57,26.69,42
12/4/2026 19:57,26.69,42
12/4/2026 19:57,26.69,44
12/4/2026 19:57,26.69,43
12/4/2026 19:57,26.69,41
12/4/2026 19:57,26.69,43
12/4/2026 19:57,26.69,43
12/4/2026 19:57,26.75,42
12/4/2026 19:57,26.75,41
12/4/2026 19:57,26.75,42
12/4/2026 19:58,26.75,44
12/4/2026 19:58,26.75,43
12/4/2026 19:58,26.75,43
12/4/2026 19:58,26.81,42
12/4/2026 19:58,26.81,41
12/4/2026 19:58,26.81,42
12/4/2026 19:58,26.81,44
12/4/2026 19:58,26.87,43
12/4/2026 19:58,26.87,43
12/4/2026 19:58,26.87,43
12/4/2026 19:58,26.87,42
12/4/2026 19:58,26.94,42
12/4/2026 19:58,26.94,41
12/4/2026 19:58,26.94,41
12/4/2026 19:58,26.94,42
12/4/2026 19:58,26.94,43
12/4/2026 19:58,26.94,43
12/4/2026 19:58,27,44
12/4/2026 19:58,27,44
12/4/2026 19:58,27,44
12/4/2026 19:58,27,44
12/4/2026 19:58,27,44
12/4/2026 19:58,27,44
12/4/2026 19:58,27,44
12/4/2026 19:58,27.06,44
12/4/2026 19:58,27.06,43
12/4/2026 19:58,27.06,43
12/4/2026 19:58,27.06,43
12/4/2026 19:58,27.06,43
12/4/2026 19:58,27.06,43
12/4/2026 19:59,27.06,43
12/4/2026 19:59,27.06,43
12/4/2026 19:59,27.06,43
12/4/2026 19:59,27.06,43
12/4/2026 19:59,27.06,43
12/4/2026 19:59,27.06,43
12/4/2026 19:59,27.06,43
12/4/2026 19:59,27.06,43
12/4/2026 19:59,27.06,43
12/4/2026 19:59,27.06,43
12/4/2026 19:59,27.12,43
12/4/2026 19:59,27.12,43
12/4/2026 19:59,27.12,42
12/4/2026 19:59,27.12,42
12/4/2026 19:59,27.12,42
12/4/2026 19:59,27.12,41
12/4/2026 19:59,27.12,41
12/4/2026 19:59,27.12,41
12/4/2026 19:59,27.12,41
12/4/2026 19:59,27.12,41
12/4/2026 19:59,27.12,42
12/4/2026 19:59,27.12,42
12/4/2026 19:59,27.12,43
12/4/2026 19:59,27.12,43
12/4/2026 19:59,27.12,44
12/4/2026 19:59,27.12,44
12/4/2026 19:59,27.12,43
12/4/2026 19:59,27.12,42
12/4/2026 19:59,27.12,41
12/4/2026 19:59,27.12,42
12/4/2026 20:00,27.12,43
12/4/2026 20:00,27.12,44
12/4/2026 20:00,27.12,42
12/4/2026 20:00,27.12,41
12/4/2026 20:00,27.12,42
12/4/2026 20:00,27.12,43
12/4/2026 20:00,27.12,43
12/4/2026 20:00,27.12,44
12/4/2026 20:00,27.12,42
12/4/2026 20:00,27.12,41
12/4/2026 20:00,27.12,43
12/4/2026 20:00,27.19,44
12/4/2026 20:00,27.19,44
12/4/2026 20:00,27.19,42
12/4/2026 20:00,27.19,41
12/4/2026 20:00,27.19,41
12/4/2026 20:00,27.19,42
12/4/2026 20:00,27.19,43
12/4/2026 20:00,27.19,43
12/4/2026 20:00,27.19,44
12/4/2026 20:00,27.19,44
12/4/2026 20:00,27.19,43
12/4/2026 20:00,27.19,42
12/4/2026 20:00,27.19,42
12/4/2026 20:00,27.19,41
12/4/2026 20:00,27.12,42
12/4/2026 20:00,27.19,42
12/4/2026 20:00,27.19,43
12/4/2026 20:00,27.19,43
12/4/2026 20:00,27.19,43
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,44
12/4/2026 20:01,27.12,44
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,41
12/4/2026 20:01,27.19,42
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,45
12/4/2026 20:01,27.19,44
12/4/2026 20:01,27.19,42
12/4/2026 20:01,27.19,42
12/4/2026 20:01,27.19,44
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,42
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,42
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,44
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,42
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,44
12/4/2026 20:01,27.19,43
12/4/2026 20:01,27.19,42
12/4/2026 20:01,27.19,42
12/4/2026 20:01,27.19,43
12/4/2026 20:02,27.19,44
12/4/2026 20:02,27.19,44
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,42
12/4/2026 20:02,27.19,42
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,44
12/4/2026 20:02,27.19,44
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,44
12/4/2026 20:02,27.19,44
12/4/2026 20:02,27.19,44
12/4/2026 20:02,27.19,44
12/4/2026 20:02,27.19,44
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,43
12/4/2026 20:02,27.19,42
12/4/2026 20:02,27.19,42
12/4/2026 20:03,27.19,42
12/4/2026 20:03,27.19,42
12/4/2026 20:03,27.19,42
12/4/2026 20:03,27.19,42
12/4/2026 20:03,27.19,42
12/4/2026 20:03,27.19,42
12/4/2026 20:03,27.19,42
12/4/2026 20:03,27.19,42
12/4/2026 20:03,27.19,43
12/4/2026 20:03,27.19,43
12/4/2026 20:03,27.19,43
12/4/2026 20:03,27.19,43
12/4/2026 20:03,27.19,44
12/4/2026 20:03,27.19,44
12/4/2026 20:03,27.19,44
12/4/2026 20:03,27.19,44
12/4/2026 20:03,27.19,44
12/4/2026 20:03,27.19,44
12/4/2026 20:03,27.19,44
12/4/2026 20:03,27.19,45
12/4/2026 20:03,27.19,45
12/4/2026 20:03,27.19,45
12/4/2026 20:03,27.19,44
12/4/2026 20:03,27.19,44
12/4/2026 20:03,27.19,44
12/4/2026 20:03,27.19,44
12/4/2026 20:03,27.19,43
12/4/2026 20:03,27.19,43
12/4/2026 20:03,27.19,43
12/4/2026 20:03,27.19,42
12/4/2026 20:04,27.19,42
12/4/2026 20:04,27.19,43
12/4/2026 20:04,27.19,44
12/4/2026 20:04,27.19,44
12/4/2026 20:04,27.19,44
12/4/2026 20:04,27.12,45
12/4/2026 20:04,27.12,45
12/4/2026 20:04,27.12,44
12/4/2026 20:04,27.12,43
12/4/2026 20:04,27.12,42
12/4/2026 20:04,27.12,43
12/4/2026 20:04,27.12,44
12/4/2026 20:04,27.12,45
12/4/2026 20:04,27.12,45
12/4/2026 20:04,27.12,44
12/4/2026 20:04,27.12,43
12/4/2026 20:04,27.12,42
12/4/2026 20:04,27.19,43
12/4/2026 20:04,27.12,44
12/4/2026 20:04,27.19,44
12/4/2026 20:04,27.12,45
12/4/2026 20:04,27.19,45
12/4/2026 20:04,27.19,45
12/4/2026 20:04,27.12,45
12/4/2026 20:04,27.12,46
12/4/2026 20:04,27.12,45
12/4/2026 20:04,27.19,44
12/4/2026 20:04,27.19,44
12/4/2026 20:04,27.19,44
12/4/2026 20:04,27.19,44
12/4/2026 20:05,27.19,43
12/4/2026 20:05,27.12,42
12/4/2026 20:05,27.19,43
12/4/2026 20:05,27.12,43
12/4/2026 20:05,27.19,45
12/4/2026 20:05,27.19,45
12/4/2026 20:05,27.19,44
12/4/2026 20:05,27.19,44
12/4/2026 20:05,27.19,42
12/4/2026 20:05,27.19,43
12/4/2026 20:05,27.19,43
12/4/2026 20:05,27.19,44
12/4/2026 20:05,27.12,45
12/4/2026 20:05,27.19,45
12/4/2026 20:05,27.12,45
12/4/2026 20:05,27.12,45
12/4/2026 20:05,27.19,45
12/4/2026 20:05,27.19,45
12/4/2026 20:05,27.19,45
12/4/2026 20:05,27.19,45
12/4/2026 20:05,27.12,44
12/4/2026 20:05,27.12,43
12/4/2026 20:05,27.19,42
12/4/2026 20:05,27.19,44
12/4/2026 20:05,27.12,45
12/4/2026 20:05,27.12,44
12/4/2026 20:05,27.19,42
12/4/2026 20:05,27.12,44
12/4/2026 20:05,27.12,46
12/4/2026 20:05,27.12,44
12/4/2026 20:06,27.12,43
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,44
12/4/2026 20:06,27.19,45
12/4/2026 20:06,27.12,45
12/4/2026 20:06,27.19,45
12/4/2026 20:06,27.19,45
12/4/2026 20:06,27.19,44
12/4/2026 20:06,27.12,44
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,42
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.12,43
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,44
12/4/2026 20:06,27.19,44
12/4/2026 20:06,27.19,45
12/4/2026 20:06,27.19,45
12/4/2026 20:06,27.19,44
12/4/2026 20:06,27.19,44
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,43
12/4/2026 20:06,27.19,43
12/4/2026 20:07,27.19,45
12/4/2026 20:07,27.19,45
12/4/2026 20:07,27.19,45
12/4/2026 20:07,27.19,44
12/4/2026 20:07,27.19,43
12/4/2026 20:07,27.19,44
12/4/2026 20:07,27.19,45
12/4/2026 20:07,27.19,46
12/4/2026 20:07,27.19,45
12/4/2026 20:07,27.19,44
12/4/2026 20:07,27.19,44
12/4/2026 20:07,27.19,43
12/4/2026 20:07,27.12,43
12/4/2026 20:07,27.19,42
12/4/2026 20:07,27.12,42
12/4/2026 20:07,27.19,43
12/4/2026 20:07,27.19,44
12/4/2026 20:07,27.19,45
12/4/2026 20:07,27.19,46
12/4/2026 20:07,27.19,43
12/4/2026 20:07,27.19,43
12/4/2026 20:07,27.19,45
12/4/2026 20:07,27.19,45
12/4/2026 20:07,27.12,43
12/4/2026 20:07,27.12,43
12/4/2026 20:07,27.19,44
12/4/2026 20:07,27.12,45
12/4/2026 20:07,27.12,45
12/4/2026 20:07,27.12,44
12/4/2026 20:07,27.12,43
12/4/2026 20:08,27.12,43
12/4/2026 20:08,27.12,42
12/4/2026 20:08,27.19,42
12/4/2026 20:08,27.19,43
12/4/2026 20:08,27.12,42
12/4/2026 20:08,27.12,42
12/4/2026 20:08,27.19,42
12/4/2026 20:08,27.19,42
12/4/2026 20:08,27.19,42
12/4/2026 20:08,27.19,43
12/4/2026 20:08,27.19,43
12/4/2026 20:08,27.19,43
12/4/2026 20:08,27.19,45
12/4/2026 20:08,27.12,46
12/4/2026 20:08,27.19,45
12/4/2026 20:08,27.19,44
12/4/2026 20:08,27.12,43
12/4/2026 20:08,27.19,43
12/4/2026 20:08,27.12,44
12/4/2026 20:08,27.12,46
12/4/2026 20:08,27.19,45
12/4/2026 20:08,27.19,44
12/4/2026 20:08,27.12,44
12/4/2026 20:08,27.19,43
12/4/2026 20:08,27.12,43
12/4/2026 20:08,27.19,42
12/4/2026 20:08,27.19,42
12/4/2026 20:08,27.19,42
12/4/2026 20:08,27.19,42
12/4/2026 20:08,27.19,42
12/4/2026 20:09,27.19,43
12/4/2026 20:09,27.19,43
12/4/2026 20:09,27.19,44
12/4/2026 20:09,27.19,44
12/4/2026 20:09,27.19,45
12/4/2026 20:09,27.19,45
12/4/2026 20:09,27.19,45
12/4/2026 20:09,27.19,45
12/4/2026 20:09,27.19,43
12/4/2026 20:09,27.19,43
12/4/2026 20:09,27.19,43
12/4/2026 20:09,27.12,44
12/4/2026 20:09,27.12,45
12/4/2026 20:09,27.19,44
12/4/2026 20:09,27.19,43
12/4/2026 20:09,27.19,43
12/4/2026 20:09,27.19,43
12/4/2026 20:09,27.12,44
12/4/2026 20:09,27.19,45
12/4/2026 20:09,27.19,45
12/4/2026 20:09,27.19,45
12/4/2026 20:09,27.19,46
12/4/2026 20:09,27.19,45
12/4/2026 20:09,27.12,45
12/4/2026 20:09,27.19,44
12/4/2026 20:09,27.12,44
12/4/2026 20:09,27.12,44
12/4/2026 20:09,27.12,43
12/4/2026 20:09,27.12,43
12/4/2026 20:09,27.12,43
12/4/2026 20:10,27.12,43
12/4/2026 20:10,27.12,43
12/4/2026 20:10,27.12,43
12/4/2026 20:10,27.12,43
12/4/2026 20:10,27.12,43
12/4/2026 20:10,27.12,44
12/4/2026 20:10,27.12,44
12/4/2026 20:10,27.12,45
12/4/2026 20:10,27.12,46
12/4/2026 20:10,27.12,45
12/4/2026 20:10,27.12,45
12/4/2026 20:10,27.12,44
12/4/2026 20:10,27.12,43
12/4/2026 20:10,27.12,44
12/4/2026 20:10,27.12,46
12/4/2026 20:10,27.12,45
12/4/2026 20:10,27.12,44
12/4/2026 20:10,27.12,43
12/4/2026 20:10,27.12,44
12/4/2026 20:10,27.12,46
12/4/2026 20:10,27.12,45
12/4/2026 20:10,27.12,43
12/4/2026 20:10,27.12,44
12/4/2026 20:10,27.12,45
12/4/2026 20:10,27.12,45
12/4/2026 20:10,27.12,44
12/4/2026 20:10,27.12,43
12/4/2026 20:10,27.12,44
12/4/2026 20:10,27.12,46
12/4/2026 20:10,27.12,45
12/4/2026 20:11,27.12,44
12/4/2026 20:11,27.12,43
12/4/2026 20:11,27.12,44
12/4/2026 20:11,27.12,45
12/4/2026 20:11,27.12,46
12/4/2026 20:11,27.12,45
12/4/2026 20:11,27.12,45
12/4/2026 20:11,27.12,44
12/4/2026 20:11,27.12,43
12/4/2026 20:11,27.12,43
12/4/2026 20:11,27.12,43
12/4/2026 20:11,27.12,44
12/4/2026 20:11,27.12,44
12/4/2026 20:11,27.12,44
12/4/2026 20:11,27.12,44
12/4/2026 20:11,27.12,44
12/4/2026 20:11,27.12,44
12/4/2026 20:11,27.12,44
12/4/2026 20:11,27.12,43
12/4/2026 20:11,27.12,43
12/4/2026 20:11,27.12,44
12/4/2026 20:11,27.12,45
12/4/2026 20:11,27.06,46
12/4/2026 20:11,27.06,45
12/4/2026 20:11,27.06,44
12/4/2026 20:11,27.06,43
12/4/2026 20:11,27.06,44
12/4/2026 20:11,27.06,45
12/4/2026 20:11,27.06,46
12/4/2026 20:11,27.06,44
12/4/2026 20:12,27.06,43
12/4/2026 20:12,27.06,44
12/4/2026 20:12,27.06,45
12/4/2026 20:12,27.06,46
12/4/2026 20:12,27.06,45
12/4/2026 20:12,27.06,44
12/4/2026 20:12,27.06,43
12/4/2026 20:12,27.06,45
12/4/2026 20:12,27.06,46
12/4/2026 20:12,27.06,45
12/4/2026 20:12,27.06,44
12/4/2026 20:12,27.06,43
12/4/2026 20:12,27.06,44
12/4/2026 20:12,27.06,45
12/4/2026 20:12,27.06,46
12/4/2026 20:12,27.06,46
12/4/2026 20:12,27.06,45
12/4/2026 20:12,27.06,44
12/4/2026 20:12,27.06,44
12/4/2026 20:12,27.06,43
12/4/2026 20:12,27.06,43
12/4/2026 20:12,27.06,43
12/4/2026 20:12,27.06,44
12/4/2026 20:12,27.06,45
12/4/2026 20:12,27.06,45
12/4/2026 20:12,27,45
12/4/2026 20:12,27.06,45
12/4/2026 20:12,27.06,45
12/4/2026 20:12,27.06,46
12/4/2026 20:12,27.06,46
12/4/2026 20:13,27.06,46
12/4/2026 20:13,27.06,45
12/4/2026 20:13,27,44
12/4/2026 20:13,27.06,44
12/4/2026 20:13,27.06,45
12/4/2026 20:13,27,45
12/4/2026 20:13,27,45
12/4/2026 20:13,27,45
12/4/2026 20:13,27,45
12/4/2026 20:13,27,46
12/4/2026 20:13,27,46
12/4/2026 20:13,27,46
12/4/2026 20:13,27,46
12/4/2026 20:13,27,45
12/4/2026 20:13,27,45
12/4/2026 20:13,27,44
12/4/2026 20:13,27,44
12/4/2026 20:13,27,43
12/4/2026 20:13,27,43
12/4/2026 20:13,27,44
12/4/2026 20:13,27,44
12/4/2026 20:13,27,45
12/4/2026 20:13,27,46
12/4/2026 20:13,27,45
12/4/2026 20:13,27,45
12/4/2026 20:13,27,44
12/4/2026 20:13,27,43
12/4/2026 20:13,27,44
12/4/2026 20:13,27,44
12/4/2026 20:13,27,46
12/4/2026 20:14,27,46
12/4/2026 20:14,27,45
12/4/2026 20:14,27,45
12/4/2026 20:14,27,44
12/4/2026 20:14,27,43
12/4/2026 20:14,27,44
12/4/2026 20:14,27,44
12/4/2026 20:14,27,46
12/4/2026 20:14,27,46
12/4/2026 20:14,27,45
12/4/2026 20:14,27,45
12/4/2026 20:14,27,44
12/4/2026 20:14,27,43
12/4/2026 20:14,27,44
12/4/2026 20:14,27,45
12/4/2026 20:14,27,46
12/4/2026 20:14,27,45
12/4/2026 20:14,27,45
12/4/2026 20:14,27,44
12/4/2026 20:14,27,43
12/4/2026 20:14,27,43
12/4/2026 20:14,27,44
12/4/2026 20:14,27,44
12/4/2026 20:14,27,44
12/4/2026 20:14,27,44
12/4/2026 20:14,27,45
12/4/2026 20:14,27,45
12/4/2026 20:14,27,45
12/4/2026 20:14,27,46
12/4/2026 20:14,27,46
12/4/2026 20:15,27,46
12/4/2026 20:15,27,46
12/4/2026 20:15,27,46
12/4/2026 20:15,27,46
12/4/2026 20:15,27,46
12/4/2026 20:15,27,46
12/4/2026 20:15,27,46
12/4/2026 20:15,27,45
12/4/2026 20:15,27,45
12/4/2026 20:15,27,44
12/4/2026 20:15,27,44
12/4/2026 20:15,27,43
12/4/2026 20:15,26.94,43
12/4/2026 20:15,26.94,44
12/4/2026 20:15,27,45
